user_id,Total_Transactions,Avg_Transaction_Value,Total_Spent,Active_Days,Preferred_Payment_Method,Churn,Churn_Prediction,Churn_Probability,Risk_Category,Customer_Value_Tier,Priority_Score
cust_0494,408,16148.67004,6588657.377,189,Wallet Balance,0,0,0.0,Low Risk,Gold,0.13537599221235871
cust_0495,194,13611.62831,2640655.893,99,Credit Card,0,0,0.0,Low Risk,Silver,0.054257095361218866
cust_0496,427,18095.50487,7726780.581,218,Credit Card,0,0,0.0,Low Risk,Platinum,0.15876081087651625
cust_0497,930,17950.28837,16693768.19,194,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.34300393891681974
cust_0498,791,1072.550168,848387.1828,43,Wallet Balance,1,1,1.0,Critical Risk,Bronze,0.6174316632479214
cust_0499,317,12192.83368,3865128.276,124,Credit Card,0,0,0.0,Low Risk,Gold,0.07941611552273369
cust_0500,479,2502.182389,1198545.364,20,Wallet Balance,1,1,0.995,Critical Risk,Bronze,0.6216263022310778
cust_0501,421,1578.587549,664585.358,311,Credit Card,0,0,0.0,Low Risk,Bronze,0.013655119260431323
cust_0502,269,8971.060145,2413215.179,330,Wallet Balance,0,0,0.0,Low Risk,Silver,0.04958391074021845
cust_0503,481,1960.974822,943228.8892,328,Credit Card,0,0,0.0,Low Risk,Bronze,0.019380359222283924
cust_0504,711,14560.76864,10352706.5,168,UPI,0,0,0.0,Low Risk,Platinum,0.21271525203500277
cust_0505,736,19379.1248,14263035.86,46,UPI,1,1,0.975,Critical Risk,Platinum,0.8780601063349166
cust_0506,263,11395.96333,2997138.355,223,Wallet Balance,0,0,0.0,Low Risk,Silver,0.061581678237241505
cust_0507,426,4711.025703,2006896.949,79,Wallet Balance,1,1,0.995,Critical Risk,Silver,0.6382353610444585
cust_0508,166,16865.69577,2799705.497,170,Credit Card,0,0,0.0,Low Risk,Silver,0.05752505979167262
cust_0509,692,17063.53646,11807967.23,246,Debit Card,0,0,0.0,Low Risk,Platinum,0.24261624004800134
cust_0510,428,14658.39159,6273791.599,271,Wallet Balance,0,0,0.005,Low Risk,Gold,0.13190650007284263
cust_0511,704,12306.49237,8663770.632,99,UPI,0,0,0.0,Low Risk,Platinum,0.17801298178011085
cust_0512,397,17357.17117,6890796.955,322,Wallet Balance,0,0,0.0,Low Risk,Gold,0.14158400134349938
cust_0513,216,3274.200723,707227.3562,141,Credit Card,0,0,0.0,Low Risk,Bronze,0.014531276948702418
cust_0514,796,18632.68653,14831618.47,109,Credit Card,0,0,0.0,Low Risk,Platinum,0.30474267390204224
cust_0515,864,18944.59095,16368126.58,313,Wallet Balance,0,0,0.005,Low Risk,Platinum,0.3393130376395321
cust_0516,107,17441.12756,1866200.649,137,Wallet Balance,0,0,0.0,Low Risk,Silver,0.03834449874532044
cust_0517,978,5020.734074,4910277.924,121,Debit Card,0,0,0.005,Low Risk,Gold,0.1038906227724673
cust_0518,98,17164.98594,1682168.622,99,Debit Card,0,0,0.0,Low Risk,Silver,0.03456322483343881
cust_0519,880,9957.787855,8762853.312,66,Credit Card,1,1,1.0,Critical Risk,Platinum,0.7800488162982152
cust_0520,482,11902.65545,5737079.925,144,Debit Card,0,0,0.0,Low Risk,Gold,0.11787877906046403
cust_0521,499,16813.60644,8389989.615,110,UPI,0,0,0.0,Low Risk,Platinum,0.17238765104813714
cust_0522,230,601.3610625,138313.0444,130,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.0028418939626342673
cust_0523,257,7265.222418,1867162.161,328,Wallet Balance,0,0,0.0,Low Risk,Silver,0.03836425476442663
cust_0524,43,16315.71061,701575.5563,257,Credit Card,0,0,0.0,Low Risk,Bronze,0.014415150403418836
cust_0525,242,16280.95613,3939991.383,210,Wallet Balance,0,0,0.0,Low Risk,Gold,0.08095431470510482
cust_0526,554,16975.27166,9404300.499,246,UPI,0,0,0.0,Low Risk,Platinum,0.19322851960090703
cust_0527,95,3392.625844,322299.4552,361,Credit Card,0,0,0.0,Low Risk,Bronze,0.006622230606422784
cust_0528,946,14120.6735,13358157.13,154,Wallet Balance,0,0,0.005,Low Risk,Platinum,0.2774677211346733
cust_0529,766,2938.601777,2250968.961,133,UPI,0,0,0.0,Low Risk,Silver,0.04625026604029424
cust_0530,188,15704.1092,2952372.529,21,Credit Card,1,1,1.0,Critical Risk,Silver,0.660661882630156
cust_0531,385,4910.068829,1890376.499,35,UPI,1,1,0.99,Critical Risk,Silver,0.6328412357122102
cust_0532,819,14758.97637,12087601.65,360,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.24836183962893818
cust_0533,400,9105.482354,3642192.942,310,Debit Card,0,0,0.0,Low Risk,Silver,0.07483550215758926
cust_0534,506,19725.40666,9981055.768,224,Credit Card,0,0,0.0,Low Risk,Platinum,0.2050790093648978
cust_0535,167,11602.07768,1937546.972,124,Wallet Balance,0,0,0.0,Low Risk,Silver,0.039810439181158716
cust_0536,783,12655.26149,9909069.747,240,Credit Card,0,0,0.0,Low Risk,Platinum,0.20359992516599656
cust_0537,125,7369.588642,921198.5802,364,Credit Card,0,0,0.0,Low Risk,Bronze,0.018927706311535994
cust_0538,673,14693.05796,9888428.004,300,Credit Card,0,0,0.0,Low Risk,Platinum,0.20317580287829468
cust_0539,87,9902.763966,861540.465,341,UPI,0,0,0.0,Low Risk,Bronze,0.017701921439657205
cust_0540,821,371.1520356,304715.8212,4,Credit Card,1,1,0.975,Critical Risk,Bronze,0.5912609427501505
cust_0541,489,12175.54614,5953842.063,123,Debit Card,0,0,0.0,Low Risk,Gold,0.12233255284573614
cust_0542,226,16610.88721,3754060.51,42,Wallet Balance,1,1,1.0,Critical Risk,Silver,0.6771340255361533
cust_0543,657,4743.667384,3116589.471,169,UPI,0,0,0.0,Low Risk,Silver,0.06403601945186034
cust_0544,345,4429.064464,1528027.24,280,Credit Card,0,0,0.0,Low Risk,Silver,0.03139610878304622
cust_0545,760,12181.6348,9258042.448,225,Credit Card,0,0,0.0,Low Risk,Platinum,0.1902233809755038
cust_0546,874,16361.40574,14299868.61,185,Wallet Balance,0,0,0.005,Low Risk,Platinum,0.29681690241518727
cust_0547,518,4999.910553,2589953.667,323,UPI,0,0,0.0,Low Risk,Silver,0.05321532558030933
cust_0548,31,18645.9304,578023.8423,11,UPI,1,1,0.99,Critical Risk,Bronze,0.6058765549179903
cust_0549,709,18548.47326,13150867.54,173,Credit Card,0,0,0.005,Low Risk,Platinum,0.2732085781384836
cust_0550,744,4018.728071,2989933.685,96,UPI,0,0,0.0,Low Risk,Silver,0.06143364514127003
cust_0551,296,5283.050397,1563782.918,278,Debit Card,0,0,0.005,Low Risk,Silver,0.0351307744530768
cust_0552,414,14014.97023,5802197.676,139,Credit Card,0,0,0.0,Low Risk,Gold,0.11921674211543112
cust_0553,837,19035.14485,15932416.24,166,Credit Card,0,0,0.0,Low Risk,Platinum,0.3273605733938436
cust_0554,972,14200.55495,13802939.41,187,UPI,0,0,0.015,Low Risk,Platinum,0.29260658494684677
cust_0555,135,8903.551996,1201979.519,86,Debit Card,1,1,0.99,Critical Risk,Bronze,0.6186968632139814
cust_0556,525,3388.336915,1778876.88,231,Debit Card,0,0,0.0,Low Risk,Silver,0.03655027251747544
cust_0557,4,9225.586878,36902.34751,138,Credit Card,0,0,0.02,Low Risk,Bronze,0.012758226088151239
cust_0558,178,12139.28816,2160793.293,19,Debit Card,1,1,0.995,Critical Risk,Silver,0.6413974423418686
cust_0559,746,6625.72886,4942793.73,338,Debit Card,0,0,0.0,Low Risk,Gold,0.10155871935845778
cust_0560,259,10210.05385,2644403.946,156,Debit Card,0,0,0.0,Low Risk,Silver,0.05433410595149644
cust_0561,652,2612.980425,1703663.237,95,Credit Card,0,0,0.01,Low Risk,Silver,0.04100487093314426
cust_0562,65,9049.240209,588200.6136,17,Wallet Balance,1,1,0.995,Critical Risk,Bronze,0.6090856552602034
cust_0563,795,1824.60862,1450563.853,280,Credit Card,0,0,0.0,Low Risk,Silver,0.029804482101734434
cust_0564,363,991.2841115,359836.1325,261,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.0073934901579638295
cust_0565,818,17146.22591,14025612.8,160,Debit Card,0,0,0.0,Low Risk,Platinum,0.2881818161943798
cust_0566,717,4109.580867,2946569.482,309,Debit Card,0,0,0.0,Low Risk,Silver,0.06054264843712875
cust_0567,17,11507.35503,195625.0355,81,Credit Card,1,1,0.985,Critical Risk,Bronze,0.5950194734324535
cust_0568,200,2988.165341,597633.0681,185,Credit Card,0,0,0.0,Low Risk,Bronze,0.012279462255144922
cust_0569,544,5257.926142,2860311.822,213,UPI,0,0,0.0,Low Risk,Silver,0.058770327364677834
cust_0570,212,7233.175001,1533433.1,342,UPI,0,0,0.0,Low Risk,Silver,0.03150718204416552
cust_0571,435,2882.091963,1253710.004,359,Debit Card,0,0,0.0,Low Risk,Bronze,0.025759760452946714
cust_0572,273,928.7863173,253558.6646,167,Credit Card,0,0,0.0,Low Risk,Bronze,0.005209825589670463
cust_0573,290,17544.42444,5087883.088,206,Credit Card,0,0,0.0,Low Risk,Gold,0.10453984505293841
cust_0574,803,246.5383892,197970.3266,336,Credit Card,0,0,0.0,Low Risk,Bronze,0.004067661719007568
cust_0575,483,1235.806447,596894.5138,261,Debit Card,0,0,0.0,Low Risk,Bronze,0.01226428730895418
cust_0576,998,16103.39249,16071185.71,274,UPI,0,0,0.005,Low Risk,Platinum,0.33321184545355226
cust_0577,234,5647.346652,1321479.117,236,Credit Card,0,0,0.0,Low Risk,Bronze,0.02715220057978539
cust_0578,408,14459.17782,5899344.55,243,Credit Card,0,0,0.0,Low Risk,Gold,0.12121280196580189
cust_0579,694,2933.052727,2035538.592,220,Wallet Balance,0,0,0.0,Low Risk,Silver,0.04182385588003048
cust_0580,146,4753.262154,693976.2745,365,UPI,0,0,0.0,Low Risk,Bronze,0.01425900928772392
cust_0581,562,11459.80257,6440409.043,347,Credit Card,0,0,0.0,Low Risk,Gold,0.13232995958981894
cust_0582,430,19772.83041,8502317.077,70,Credit Card,1,1,0.995,Critical Risk,Platinum,0.7716956237883845
cust_0583,432,1478.154958,638562.9421,213,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.013120441226554081
cust_0584,615,8017.086414,4930508.144,337,UPI,0,0,0.0,Low Risk,Gold,0.10130628956897347
cust_0585,545,871.1885904,474797.7818,287,UPI,0,0,0.0,Low Risk,Bronze,0.00975558708452203
cust_0586,497,3992.536589,1984290.685,226,Credit Card,0,0,0.0,Low Risk,Silver,0.04077087408693402
cust_0587,983,18150.34583,17841789.95,269,Credit Card,0,0,0.01,Low Risk,Platinum,0.37259214148202013
cust_0588,89,1938.237475,172503.1353,279,Credit Card,0,0,0.005,Low Risk,Bronze,0.006544391787999369
cust_0589,997,17138.54987,17087134.22,249,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.35108636202168203
cust_0590,411,3564.28673,1464921.846,321,Wallet Balance,0,0,0.0,Low Risk,Silver,0.030099493275837726
cust_0591,897,17237.07908,15461659.94,196,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.3176880259298963
cust_0592,853,10765.05904,9182595.364,30,Wallet Balance,1,1,0.99,Critical Risk,Platinum,0.7826731829197233
cust_0593,827,17565.35142,14526545.62,303,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.29847439534350423
cust_0594,241,3042.555857,733255.9614,131,UPI,0,0,0.005,Low Risk,Bronze,0.01806608215304561
cust_0595,778,15243.11066,11859140.09,12,Credit Card,1,1,0.99,Critical Risk,Platinum,0.8376676798634981
cust_0596,223,13617.16494,3036627.781,16,UPI,1,1,0.985,Critical Risk,Silver,0.6533930605752134
cust_0597,748,10863.23841,8125702.334,117,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.16695738645138067
cust_0598,665,16213.64101,10782071.27,149,Credit Card,0,0,0.0,Low Risk,Platinum,0.2215373349623514
cust_0599,468,12969.03773,6069509.657,109,Debit Card,0,0,0.0,Low Risk,Gold,0.12470915469473015
cust_0600,569,17542.16802,9981493.605,236,Credit Card,0,0,0.0,Low Risk,Platinum,0.20508800552525505
cust_0601,322,7627.432314,2456033.205,314,Credit Card,0,0,0.0,Low Risk,Silver,0.050463685240947444
cust_0602,375,11802.56433,4425961.625,5,Credit Card,1,1,0.995,Critical Risk,Gold,0.6879394603777403
cust_0603,112,17413.31084,1950290.814,180,Debit Card,0,0,0.0,Low Risk,Silver,0.04007228467662642
cust_0604,527,4304.133141,2268278.166,337,UPI,0,0,0.005,Low Risk,Silver,0.04960591525184105
cust_0605,412,9719.969719,4004627.524,1,Credit Card,1,1,1.0,Critical Risk,Gold,0.68228238220353
cust_0606,269,19215.22902,5168896.605,8,UPI,1,1,0.98,Critical Risk,Gold,0.6942044156352202
cust_0607,626,9477.300012,5932789.807,144,UPI,0,0,0.0,Low Risk,Gold,0.12189999581913198
cust_0608,252,5064.060609,1276143.274,143,Debit Card,0,0,0.0,Low Risk,Bronze,0.026220692932972037
cust_0609,374,7028.014012,2628477.241,275,Debit Card,0,0,0.0,Low Risk,Silver,0.05400686272595323
cust_0610,654,17702.83155,11577651.83,153,Credit Card,0,0,0.0,Low Risk,Platinum,0.2378839897559118
cust_0611,626,19098.11194,11955418.08,287,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.24564588690609834
cust_0612,450,19002.65178,8551193.3,130,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.17569987500462103
cust_0613,802,13981.85842,11213450.45,121,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.23040080762009096
cust_0614,995,10196.94176,10145957.05,59,Credit Card,1,1,0.98,Critical Risk,Platinum,0.7964672072010409
cust_0615,869,3661.951809,3182236.122,217,Wallet Balance,0,0,0.0,Low Risk,Silver,0.06538484972273867
cust_0616,537,2473.188031,1328101.973,31,Wallet Balance,1,1,0.995,Critical Risk,Bronze,0.6242882792451306
cust_0617,368,1204.734487,443342.2911,244,Debit Card,0,0,0.0,Low Risk,Bronze,0.009109276611783795
cust_0618,822,364.1210411,299307.4958,140,Debit Card,0,0,0.005,Low Risk,Bronze,0.00914981883288805
cust_0619,255,17563.55327,4478706.085,213,Credit Card,0,0,0.0,Low Risk,Gold,0.09202319158390858
cust_0620,463,16183.63545,7493023.215,29,Wallet Balance,1,1,1.0,Critical Risk,Gold,0.7539578391102705
cust_0621,268,11360.7494,3044680.838,164,Credit Card,0,0,0.0,Low Risk,Silver,0.0625585253306769
cust_0622,126,19974.47786,2516784.21,104,Wallet Balance,0,0,0.0,Low Risk,Silver,0.05171192552863982
cust_0623,393,19061.51092,7491173.793,63,UPI,1,1,0.98,Critical Risk,Gold,0.7419198393594952
cust_0624,762,13105.62832,9986488.783,15,Credit Card,1,1,0.995,Critical Risk,Platinum,0.8021906405750586
cust_0625,799,9296.845595,7428179.631,286,Debit Card,0,0,0.0,Low Risk,Gold,0.1526255093167607
cust_0626,334,3051.892615,1019332.133,179,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.020944039278856404
cust_0627,989,10316.72017,10203236.25,11,Wallet Balance,1,1,1.0,Critical Risk,Platinum,0.8096441129178564
cust_0628,565,3163.296021,1787262.252,13,UPI,1,1,0.995,Critical Risk,Silver,0.6337225652911948
cust_0629,368,7975.041572,2934815.298,215,UPI,0,0,0.0,Low Risk,Silver,0.06030113727171265
cust_0630,555,18853.53569,10463712.31,311,UPI,0,0,0.0,Low Risk,Platinum,0.21499606902247362
cust_0631,678,6846.159997,4641696.478,226,UPI,0,0,0.0,Low Risk,Gold,0.09537212671756462
cust_0632,554,3064.2176,1697576.55,63,UPI,1,1,1.0,Critical Risk,Silver,0.6348798088385834
cust_0633,892,11652.10812,10393680.44,255,UPI,0,0,0.005,Low Risk,Platinum,0.2165571364228165
cust_0634,456,12051.25984,5495374.487,130,Wallet Balance,0,0,0.0,Low Risk,Gold,0.112912499647211
cust_0635,688,3884.146807,2672293.003,263,Debit Card,0,0,0.0,Low Risk,Silver,0.05490713753398877
cust_0636,67,3939.765886,263964.3143,171,Debit Card,0,0,0.0,Low Risk,Bronze,0.005423628656387699
cust_0637,66,19791.10033,1306212.622,190,Credit Card,0,0,0.005,Low Risk,Bronze,0.029838522573786073
cust_0638,912,4873.188647,4444348.046,284,Wallet Balance,0,0,0.0,Low Risk,Gold,0.09131724295827011
cust_0639,595,16765.45878,9975447.971,25,Wallet Balance,1,1,0.995,Critical Risk,Platinum,0.801963786939514
cust_0640,862,9411.773273,8112948.561,160,Debit Card,0,0,0.0,Low Risk,Platinum,0.1666953369053907
cust_0641,617,8705.434886,5371253.325,217,Debit Card,0,0,0.0,Low Risk,Gold,0.1103622038131982
cust_0642,400,5906.298699,2362519.48,176,Credit Card,0,0,0.0,Low Risk,Silver,0.04854227506843778
cust_0643,287,15478.77768,4442409.194,336,UPI,0,0,0.005,Low Risk,Gold,0.09427740570490661
cust_0644,886,17614.41096,15606368.11,221,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.32066131942112724
cust_0645,186,5229.937957,972768.4599,280,Debit Card,0,0,0.0,Low Risk,Bronze,0.019987303621456863
cust_0646,284,1910.98242,542719.0074,81,Wallet Balance,1,1,0.995,Critical Risk,Bronze,0.6081511526423817
cust_0647,516,2747.021862,1417463.281,125,Debit Card,0,0,0.0,Low Risk,Silver,0.029124370430889446
cust_0648,650,15858.14266,10307792.73,170,UPI,0,0,0.005,Low Risk,Platinum,0.21479241664839235
cust_0649,691,8722.179957,6027026.35,70,UPI,1,1,0.995,Critical Risk,Gold,0.7208362576068251
cust_0650,237,2646.974022,627332.8431,78,Wallet Balance,1,1,1.0,Critical Risk,Bronze,0.6128896983440854
cust_0651,18,6812.361246,122622.5024,90,Debit Card,1,1,0.98,Critical Risk,Bronze,0.5905195031369989
cust_0652,815,10289.5673,8385997.351,348,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.17230562269710156
cust_0653,928,17042.51316,15815452.21,111,UPI,0,0,0.02,Low Risk,Platinum,0.3369573339008203
cust_0654,414,12838.44765,5315117.328,164,Wallet Balance,0,0,0.0,Low Risk,Gold,0.10920878728872788
cust_0655,932,3528.895694,3288930.786,128,Debit Card,0,0,0.0,Low Risk,Silver,0.06757708634642254
cust_0656,9,3182.46722,28642.20498,155,UPI,0,0,0.01,Low Risk,Bronze,0.006588506382476786
cust_0657,420,8252.560971,3466075.608,194,Wallet Balance,0,0,0.0,Low Risk,Silver,0.07121685006023261
cust_0658,29,1513.105026,43880.04574,173,Credit Card,0,0,0.0,Low Risk,Bronze,0.0009015956348121673
cust_0659,656,15113.98813,9914776.216,300,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.2037171749877282
cust_0660,348,8035.061868,2796201.53,313,Wallet Balance,0,0,0.0,Low Risk,Silver,0.05745306439379986
cust_0661,661,6867.045218,4539116.889,21,Debit Card,1,1,0.99,Critical Risk,Gold,0.6872644418210806
cust_0662,576,10187.07556,5867755.525,311,UPI,0,0,0.0,Low Risk,Gold,0.12056374778712747
cust_0663,879,14182.04651,12466018.88,109,UPI,0,0,0.0,Low Risk,Platinum,0.25613711235147096
cust_0664,450,11391.24542,5126060.439,360,Credit Card,0,0,0.005,Low Risk,Gold,0.10832426841507987
cust_0665,380,16050.03161,6099012.011,129,Wallet Balance,0,0,0.0,Low Risk,Gold,0.12531533440886924
cust_0666,699,12590.95765,8801079.399,280,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.18083424103043547
cust_0667,366,15761.52565,5768718.386,27,Wallet Balance,1,1,1.0,Critical Risk,Gold,0.718528848991995
cust_0668,227,13938.67765,3164079.826,344,UPI,0,0,0.0,Low Risk,Silver,0.06501179548038552
cust_0669,118,3870.525577,456722.0181,92,UPI,0,0,0.03,Low Risk,Bronze,0.027384187525269513
cust_0670,412,1056.565459,435304.9692,295,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.008944135162671436
cust_0671,951,18068.90204,17183525.84,55,Wallet Balance,1,1,0.995,Critical Risk,Platinum,0.9500669038000433
cust_0672,356,18913.66675,6733265.362,196,UPI,0,0,0.0,Low Risk,Gold,0.13834722721989504
cust_0673,254,14541.37661,3693509.659,221,Debit Card,0,0,0.0,Low Risk,Silver,0.07588989777773592
cust_0674,543,14486.8744,7866372.797,301,Credit Card,0,0,0.0,Low Risk,Platinum,0.1616289877545688
cust_0675,673,5410.240139,3641091.614,156,Credit Card,0,0,0.0,Low Risk,Silver,0.07481287336355427
cust_0676,727,10853.40976,7890428.896,101,Credit Card,0,0,0.005,Low Risk,Platinum,0.1651232642185798
cust_0677,444,19844.87088,8811122.67,236,Debit Card,0,0,0.0,Low Risk,Platinum,0.18104059836530445
cust_0678,681,17124.31053,11661655.47,285,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.23960999787315707
cust_0679,81,6094.843108,493682.2917,69,UPI,1,1,0.985,Critical Risk,Bronze,0.6011436038106733
cust_0680,46,6027.906855,277283.7153,267,Debit Card,0,0,0.0,Low Risk,Bronze,0.005697300062089218
cust_0681,49,9676.71005,474158.7925,138,Credit Card,0,0,0.0,Low Risk,Bronze,0.00974245788299418
cust_0682,449,8097.927337,3635969.374,248,Wallet Balance,0,0,0.0,Low Risk,Silver,0.07470762759303196
cust_0683,810,7429.349395,6017773.01,103,Credit Card,0,0,0.0,Low Risk,Gold,0.12364613084622725
cust_0684,407,12543.16846,5105069.562,108,Credit Card,0,0,0.0,Low Risk,Gold,0.10489297253206697
cust_0685,880,239.734468,210966.3318,200,Debit Card,0,0,0.01,Low Risk,Bronze,0.01033468836769757
cust_0686,283,15269.15932,4321172.089,215,Wallet Balance,0,0,0.0,Low Risk,Gold,0.08878636808628299
cust_0687,473,14803.6594,7002130.898,155,Debit Card,0,0,0.0,Low Risk,Gold,0.14387156042240265
cust_0688,416,16608.21036,6909015.508,87,UPI,1,1,0.995,Critical Risk,Gold,0.7389583347695564
cust_0689,979,16830.59896,16477156.38,209,Debit Card,0,0,0.025,Low Risk,Platinum,0.3535532538947042
cust_0690,600,11332.3299,6799397.939,178,UPI,0,0,0.0,Low Risk,Gold,0.13970604172741338
cust_0691,121,15603.67797,1888045.035,74,UPI,1,1,0.99,Critical Risk,Silver,0.6327933315286646
cust_0692,3,9852.978558,29558.93568,258,UPI,0,0,0.02,Low Risk,Bronze,0.012607342288034307
cust_0693,316,19031.08143,6013821.732,273,Wallet Balance,0,0,0.0,Low Risk,Gold,0.1235649446273742
cust_0694,460,3822.06361,1758149.261,351,Wallet Balance,0,0,0.0,Low Risk,Silver,0.03612438575060241
cust_0695,227,18313.18567,4157093.147,336,Credit Card,0,0,0.0,Low Risk,Gold,0.08541506672647273
cust_0696,79,5178.021922,409063.7318,24,UPI,1,1,0.99,Critical Risk,Bronze,0.6024049610416576
cust_0697,657,2063.44024,1355680.238,313,Wallet Balance,0,0,0.0,Low Risk,Bronze,0.02785492503868844
cust_0698,754,8787.697904,6625924.219,71,Debit Card,1,1,1.0,Critical Risk,Gold,0.7361417075051258
cust_0699,544,12302.19568,6692394.448,83,Debit Card,1,1,0.995,Critical Risk,Gold,0.7345074596893066
cust_0700,775,4627.487565,3586302.863,353,Wallet Balance,0,0,0.0,Low Risk,Silver,0.07368713846730776
cust_0701,723,11120.36686,8040025.24,292,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.16519699416711794
cust_0702,71,16159.78821,1147344.963,301,Credit Card,0,0,0.0,Low Risk,Bronze,0.023574296535464997
cust_0703,896,5149.128466,4613619.106,10,Credit Card,1,1,0.985,Critical Risk,Gold,0.6857952258596622
cust_0704,197,11610.6417,2287296.414,319,Credit Card,0,0,0.0,Low Risk,Silver,0.04699667987137161
cust_0705,58,6792.858798,393985.8103,43,Debit Card,1,1,0.995,Critical Risk,Bronze,0.6050951576224226
cust_0706,424,10600.07167,4494430.386,51,Debit Card,1,1,1.0,Critical Risk,Gold,0.6923462760498199
cust_0707,469,13341.7112,6257262.553,207,UPI,0,0,0.0,Low Risk,Gold,0.1285668806519899
cust_0708,624,7014.947211,4377327.059,107,Debit Card,0,0,0.0,Low Risk,Gold,0.0899401744456701
cust_0709,48,19889.71282,954706.2154,259,Wallet Balance,0,0,0.01,Low Risk,Bronze,0.025616181838845203
cust_0710,435,11279.86622,4906741.804,194,Credit Card,0,0,0.0,Low Risk,Gold,0.10081796673252007
cust_0711,185,16490.98657,3050832.515,235,UPI,0,0,0.0,Low Risk,Silver,0.0626849227634152
cust_0712,879,14505.45311,12750293.28,163,UPI,0,0,0.0,Low Risk,Platinum,0.26197804879095166
cust_0713,839,17057.57822,14311308.13,69,Wallet Balance,1,1,1.0,Critical Risk,Platinum,0.8940519482343612
cust_0714,165,3484.281081,574906.3784,335,Credit Card,0,0,0.0,Low Risk,Bronze,0.01181250093179853
cust_0715,727,4458.848657,3241582.974,292,UPI,0,0,0.0,Low Risk,Silver,0.06660423912401882
cust_0716,331,9753.349446,3228358.667,305,Credit Card,0,0,0.0,Low Risk,Silver,0.06633252159812418
cust_0717,330,17048.05024,5625856.58,257,Credit Card,0,0,0.0,Low Risk,Gold,0.11559349241934742
cust_0718,121,3960.155562,479178.823,329,Credit Card,0,0,0.0,Low Risk,Bronze,0.009845603572774038
cust_0719,213,19421.60598,4136802.075,185,Debit Card,0,0,0.005,Low Risk,Gold,0.08799814961455225
cust_0720,823,2560.770143,2107513.828,255,Credit Card,0,0,0.0,Low Risk,Silver,0.04330271848142064
cust_0721,507,3509.808124,1779472.719,116,Credit Card,0,0,0.005,Low Risk,Silver,0.03956251511732674
cust_0722,553,3353.003329,1854210.841,14,Wallet Balance,1,1,1.0,Critical Risk,Silver,0.6380981462547354
cust_0723,865,11724.259,10141484.04,215,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.20837530104592053
cust_0724,916,18351.64622,16810107.94,93,UPI,0,0,0.03,Low Risk,Platinum,0.3633943514377329
cust_0725,801,5109.676629,4092850.98,234,UPI,0,0,0.0,Low Risk,Gold,0.08409509414300581
cust_0726,168,11065.2067,1858954.726,180,Credit Card,0,0,0.0,Low Risk,Silver,0.038195618031164086
cust_0727,995,3523.692476,3506074.013,54,Wallet Balance,1,1,1.0,Critical Risk,Silver,0.6720386903008086
cust_0728,546,12626.42656,6894028.899,305,UPI,0,0,0.0,Low Risk,Gold,0.14165040753230837
cust_0729,830,2473.69426,2053166.236,30,Debit Card,1,1,0.99,Critical Risk,Silver,0.636186048002085
cust_0730,996,9831.302243,9791977.034,12,Wallet Balance,1,1,0.985,Critical Risk,Platinum,0.7921940416458506
cust_0731,987,13107.08446,12936692.36,111,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.26580795812734526
cust_0732,787,11586.76706,9118785.673,112,Wallet Balance,0,0,0.0,Low Risk,Platinum,0.18736209634508305
cust_0733,427,2808.609649,1199276.32,169,Debit Card,0,0,0.005,Low Risk,Bronze,0.02764132105632577
cust_0734,709,3235.853697,2294220.271,104,UPI,0,0,0.0,Low Risk,Silver,0.04713894315168477
cust_0735,703,13431.10619,9442067.649,11,UPI,1,1,1.0,Critical Risk,Platinum,0.7940045146347557
cust_0736,221,16180.09683,3575801.399,347,UPI,0,0,0.0,Low Risk,Silver,0.07347136672090536
cust_0737,10,18162.40731,181624.0731,329,UPI,0,0,0.0,Low Risk,Bronze,0.0037317981037219856
cust_0738,120,16274.09419,1952891.303,272,UPI,0,0,0.0,Low Risk,Silver,0.040125716469853565
cust_0739,635,19478.73834,12368998.85,14,Wallet Balance,1,1,0.995,Critical Risk,Platinum,0.8511436587426109
cust_0740,247,8170.953565,2018225.531,175,Debit Card,0,0,0.0,Low Risk,Silver,0.041468127439925236
cust_0741,360,6630.003427,2386801.234,158,Credit Card,0,0,0.0,Low Risk,Silver,0.049041188026316185
cust_0742,909,573.3992064,521219.8786,110,UPI,0,0,0.0,Low Risk,Bronze,0.01070941379841615
